target_var,long_name,units,family,level,source_var,mode,include_in_cli,notes,run_type,variable,short_name,cf_var_name,standard_name,coordinates,dims,shape,chunks,dtype,ndim,group_path,array_group,array_path,attrs_json
DPT,1000mb/DPT,K,prs,1000mb,DPT,anl,1,,anl,DPT,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/DPT,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/DPT/1000mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/DPT/1000mb/DPT,"{""GRIB_PARAM"": [2, 0, 0, 6], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1000mb/DPT"", ""units"": ""K""}"
GRLE,1000mb/GRLE,,prs,1000mb,GRLE,anl,1,,anl,GRLE,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/GRLE,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/GRLE/1000mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/GRLE/1000mb/GRLE,"{""GRIB_PARAM"": [2, 0, 1, 32], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1000mb/GRLE""}"
HGT,1000mb/HGT,m,prs,1000mb,HGT,anl,1,,anl,HGT,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/HGT,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/HGT/1000mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/HGT/1000mb/HGT,"{""GRIB_PARAM"": [2, 0, 3, 5], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1000mb/HGT"", ""units"": ""m""}"
RH,1000mb/RH,%,prs,1000mb,RH,anl,1,,anl,RH,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/RH,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/RH/1000mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/RH/1000mb/RH,"{""GRIB_PARAM"": [2, 0, 1, 1], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1000mb/RH"", ""units"": ""%""}"
RWMR,1000mb/RWMR,,prs,1000mb,RWMR,anl,1,,anl,RWMR,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/RWMR,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/RWMR/1000mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/RWMR/1000mb/RWMR,"{""GRIB_PARAM"": [2, 0, 1, 24], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1000mb/RWMR""}"
SNMR,1000mb/SNMR,,prs,1000mb,SNMR,anl,1,,anl,SNMR,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/SNMR,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/SNMR/1000mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/SNMR/1000mb/SNMR,"{""GRIB_PARAM"": [2, 0, 1, 25], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1000mb/SNMR""}"
SPFH,1000mb/SPFH,kg kg-1,prs,1000mb,SPFH,anl,1,,anl,SPFH,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/SPFH,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/SPFH/1000mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/SPFH/1000mb/SPFH,"{""GRIB_PARAM"": [2, 0, 1, 0], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1000mb/SPFH"", ""units"": ""kg kg-1""}"
TMP,1000mb/TMP,K,prs,1000mb,TMP,anl,1,,anl,TMP,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/TMP,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/TMP/1000mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/TMP/1000mb/TMP,"{""GRIB_PARAM"": [2, 0, 0, 0], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1000mb/TMP"", ""units"": ""K""}"
UGRD,1000mb/UGRD,m s-1,prs,1000mb,UGRD,anl,1,,anl,UGRD,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/UGRD,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/UGRD/1000mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/UGRD/1000mb/UGRD,"{""GRIB_PARAM"": [2, 0, 2, 2], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1000mb/UGRD"", ""units"": ""m s-1""}"
VGRD,1000mb/VGRD,m s-1,prs,1000mb,VGRD,anl,1,,anl,VGRD,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/VGRD,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/VGRD/1000mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/VGRD/1000mb/VGRD,"{""GRIB_PARAM"": [2, 0, 2, 3], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1000mb/VGRD"", ""units"": ""m s-1""}"
VVEL,1000mb/VVEL,Pa s-1,prs,1000mb,VVEL,anl,1,,anl,VVEL,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/VVEL,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/VVEL/1000mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1000mb/VVEL/1000mb/VVEL,"{""GRIB_PARAM"": [2, 0, 2, 8], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1000mb/VVEL"", ""units"": ""Pa s-1""}"
MAXDVV_max_fcst,100_1000mb_above_ground/MAXDVV_max_fcst,,prs,100_1000mb_above_ground,MAXDVV_max_fcst,anl,1,,anl,MAXDVV_max_fcst,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100_1000mb_above_ground/MAXDVV_max_fcst,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100_1000mb_above_ground/MAXDVV_max_fcst/100_1000mb_above_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100_1000mb_above_ground/MAXDVV_max_fcst/100_1000mb_above_ground/MAXDVV_max_fcst,"{""GRIB_PARAM"": [2, 0, 2, 221], ""cell_methods"": ""time: maximum"", ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""100_1000mb_above_ground/MAXDVV_max_fcst""}"
MAXUVV_max_fcst,100_1000mb_above_ground/MAXUVV_max_fcst,,prs,100_1000mb_above_ground,MAXUVV_max_fcst,anl,1,,anl,MAXUVV_max_fcst,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100_1000mb_above_ground/MAXUVV_max_fcst,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100_1000mb_above_ground/MAXUVV_max_fcst/100_1000mb_above_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100_1000mb_above_ground/MAXUVV_max_fcst/100_1000mb_above_ground/MAXUVV_max_fcst,"{""GRIB_PARAM"": [2, 0, 2, 220], ""cell_methods"": ""time: maximum"", ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""100_1000mb_above_ground/MAXUVV_max_fcst""}"
ABSV,100mb/ABSV,s-1,prs,100mb,ABSV,anl,1,,anl,ABSV,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/ABSV,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/ABSV/100mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/ABSV/100mb/ABSV,"{""GRIB_PARAM"": [2, 0, 2, 10], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""100mb/ABSV"", ""units"": ""s-1""}"
CIMIXR,100mb/CIMIXR,,prs,100mb,CIMIXR,anl,1,,anl,CIMIXR,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/CIMIXR,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/CIMIXR/100mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/CIMIXR/100mb/CIMIXR,"{""GRIB_PARAM"": [2, 0, 1, 82], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""100mb/CIMIXR""}"
CLMR,100mb/CLMR,kg kg-1,prs,100mb,CLMR,anl,1,,anl,CLMR,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/CLMR,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/CLMR/100mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/CLMR/100mb/CLMR,"{""GRIB_PARAM"": [2, 0, 1, 22], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""100mb/CLMR"", ""units"": ""kg kg-1""}"
DPT,100mb/DPT,K,prs,100mb,DPT,anl,1,,anl,DPT,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/DPT,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/DPT/100mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/DPT/100mb/DPT,"{""GRIB_PARAM"": [2, 0, 0, 6], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""100mb/DPT"", ""units"": ""K""}"
GRLE,100mb/GRLE,,prs,100mb,GRLE,anl,1,,anl,GRLE,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/GRLE,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/GRLE/100mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/GRLE/100mb/GRLE,"{""GRIB_PARAM"": [2, 0, 1, 32], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""100mb/GRLE""}"
HGT,100mb/HGT,m,prs,100mb,HGT,anl,1,,anl,HGT,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/HGT,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/HGT/100mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/HGT/100mb/HGT,"{""GRIB_PARAM"": [2, 0, 3, 5], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""100mb/HGT"", ""units"": ""m""}"
RH,100mb/RH,%,prs,100mb,RH,anl,1,,anl,RH,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/RH,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/RH/100mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/RH/100mb/RH,"{""GRIB_PARAM"": [2, 0, 1, 1], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""100mb/RH"", ""units"": ""%""}"
RWMR,100mb/RWMR,,prs,100mb,RWMR,anl,1,,anl,RWMR,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/RWMR,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/RWMR/100mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/RWMR/100mb/RWMR,"{""GRIB_PARAM"": [2, 0, 1, 24], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""100mb/RWMR""}"
SNMR,100mb/SNMR,,prs,100mb,SNMR,anl,1,,anl,SNMR,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/SNMR,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/SNMR/100mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/SNMR/100mb/SNMR,"{""GRIB_PARAM"": [2, 0, 1, 25], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""100mb/SNMR""}"
SPFH,100mb/SPFH,kg kg-1,prs,100mb,SPFH,anl,1,,anl,SPFH,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/SPFH,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/SPFH/100mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/SPFH/100mb/SPFH,"{""GRIB_PARAM"": [2, 0, 1, 0], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""100mb/SPFH"", ""units"": ""kg kg-1""}"
TMP,100mb/TMP,K,prs,100mb,TMP,anl,1,,anl,TMP,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/TMP,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/TMP/100mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/TMP/100mb/TMP,"{""GRIB_PARAM"": [2, 0, 0, 0], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""100mb/TMP"", ""units"": ""K""}"
UGRD,100mb/UGRD,m s-1,prs,100mb,UGRD,anl,1,,anl,UGRD,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/UGRD,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/UGRD/100mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/UGRD/100mb/UGRD,"{""GRIB_PARAM"": [2, 0, 2, 2], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""100mb/UGRD"", ""units"": ""m s-1""}"
VGRD,100mb/VGRD,m s-1,prs,100mb,VGRD,anl,1,,anl,VGRD,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/VGRD,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/VGRD/100mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/VGRD/100mb/VGRD,"{""GRIB_PARAM"": [2, 0, 2, 3], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""100mb/VGRD"", ""units"": ""m s-1""}"
VVEL,100mb/VVEL,Pa s-1,prs,100mb,VVEL,anl,1,,anl,VVEL,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/VVEL,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/VVEL/100mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/100mb/VVEL/100mb/VVEL,"{""GRIB_PARAM"": [2, 0, 2, 8], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""100mb/VVEL"", ""units"": ""Pa s-1""}"
ABSV,1013.2mb/ABSV,s-1,prs,1013.2mb,ABSV,anl,1,,anl,ABSV,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/ABSV,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/ABSV/1013.2mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/ABSV/1013.2mb/ABSV,"{""GRIB_PARAM"": [2, 0, 2, 10], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1013.2mb/ABSV"", ""units"": ""s-1""}"
CIMIXR,1013.2mb/CIMIXR,,prs,1013.2mb,CIMIXR,anl,1,,anl,CIMIXR,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/CIMIXR,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/CIMIXR/1013.2mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/CIMIXR/1013.2mb/CIMIXR,"{""GRIB_PARAM"": [2, 0, 1, 82], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1013.2mb/CIMIXR""}"
CLMR,1013.2mb/CLMR,kg kg-1,prs,1013.2mb,CLMR,anl,1,,anl,CLMR,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/CLMR,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/CLMR/1013.2mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/CLMR/1013.2mb/CLMR,"{""GRIB_PARAM"": [2, 0, 1, 22], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1013.2mb/CLMR"", ""units"": ""kg kg-1""}"
DPT,1013.2mb/DPT,K,prs,1013.2mb,DPT,anl,1,,anl,DPT,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/DPT,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/DPT/1013.2mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/DPT/1013.2mb/DPT,"{""GRIB_PARAM"": [2, 0, 0, 6], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1013.2mb/DPT"", ""units"": ""K""}"
GRLE,1013.2mb/GRLE,,prs,1013.2mb,GRLE,anl,1,,anl,GRLE,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/GRLE,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/GRLE/1013.2mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/GRLE/1013.2mb/GRLE,"{""GRIB_PARAM"": [2, 0, 1, 32], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1013.2mb/GRLE""}"
HGT,1013.2mb/HGT,m,prs,1013.2mb,HGT,anl,1,,anl,HGT,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/HGT,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/HGT/1013.2mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/HGT/1013.2mb/HGT,"{""GRIB_PARAM"": [2, 0, 3, 5], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1013.2mb/HGT"", ""units"": ""m""}"
RH,1013.2mb/RH,%,prs,1013.2mb,RH,anl,1,,anl,RH,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/RH,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/RH/1013.2mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/RH/1013.2mb/RH,"{""GRIB_PARAM"": [2, 0, 1, 1], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1013.2mb/RH"", ""units"": ""%""}"
RWMR,1013.2mb/RWMR,,prs,1013.2mb,RWMR,anl,1,,anl,RWMR,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/RWMR,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/RWMR/1013.2mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/RWMR/1013.2mb/RWMR,"{""GRIB_PARAM"": [2, 0, 1, 24], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1013.2mb/RWMR""}"
SNMR,1013.2mb/SNMR,,prs,1013.2mb,SNMR,anl,1,,anl,SNMR,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/SNMR,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/SNMR/1013.2mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/SNMR/1013.2mb/SNMR,"{""GRIB_PARAM"": [2, 0, 1, 25], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1013.2mb/SNMR""}"
SPFH,1013.2mb/SPFH,kg kg-1,prs,1013.2mb,SPFH,anl,1,,anl,SPFH,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/SPFH,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/SPFH/1013.2mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/SPFH/1013.2mb/SPFH,"{""GRIB_PARAM"": [2, 0, 1, 0], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1013.2mb/SPFH"", ""units"": ""kg kg-1""}"
TMP,1013.2mb/TMP,K,prs,1013.2mb,TMP,anl,1,,anl,TMP,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/TMP,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/TMP/1013.2mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/1013.2mb/TMP/1013.2mb/TMP,"{""GRIB_PARAM"": [2, 0, 0, 0], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""1013.2mb/TMP"", ""units"": ""K""}"
